,paths,bbox,texts
2051,2852,"[161, 56, 92, 26]","[11, 27, 28, 0, 10, 5, 8, 5]"
2052,2853,"[110, 390, 91, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2053,2854,"[186, 310, 91, 28]","[11, 27, 28, 0, 10, 5, 8, 5]"
2054,2855,"[99, 273, 90, 25]","[11, 27, 28, 0, 10, 5, 8, 5]"
2055,2856,"[28, 43, 91, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2056,2857,"[76, 34, 92, 28]","[11, 27, 28, 0, 10, 5, 8, 5]"
2057,2858,"[261, 265, 91, 26]","[11, 27, 28, 0, 10, 5, 8, 5]"
2058,2859,"[159, 147, 90, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2059,286,"[159, 126, 85, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2060,2860,"[307, 52, 91, 28]","[11, 27, 28, 0, 10, 5, 8, 5]"
2061,2861,"[51, 328, 94, 26]","[11, 27, 28, 0, 10, 5, 8, 5]"
2062,2862,"[39, 159, 94, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2063,2863,"[294, 100, 89, 28]","[11, 27, 28, 0, 10, 5, 8, 5]"
2064,2864,"[106, 136, 94, 30]","[11, 27, 28, 0, 10, 5, 8, 5]"
2065,2865,"[301, 282, 93, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2066,2866,"[317, 271, 92, 28]","[11, 27, 28, 0, 10, 5, 8, 5]"
2067,2867,"[95, 309, 93, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2068,2868,"[296, 377, 93, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2069,2869,"[219, 291, 95, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2070,287,"[95, 311, 84, 29]","[19, 29, 21, 0, 8, 1, 9, 7]"
2071,2870,"[144, 293, 95, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2072,2871,"[106, 224, 95, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2073,2872,"[82, 34, 92, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2074,2873,"[132, 184, 96, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2075,2874,"[210, 334, 94, 24]","[11, 27, 28, 0, 10, 5, 8, 5]"
2076,2875,"[46, 95, 94, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2077,2876,"[319, 52, 96, 25]","[11, 27, 28, 0, 10, 5, 8, 5]"
2078,2877,"[95, 367, 96, 26]","[11, 27, 28, 0, 10, 5, 8, 5]"
2079,2878,"[20, 244, 96, 27]","[11, 27, 28, 0, 10, 5, 8, 5]"
2080,2879,"[327, 59, 96, 29]","[11, 27, 28, 0, 10, 5, 8, 5]"
2081,288,"[173, 238, 86, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2082,2880,"[196, 262, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2083,2881,"[240, 268, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2084,2882,"[134, 152, 38, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2085,2883,"[259, 42, 38, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2086,2884,"[358, 288, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2087,2885,"[312, 241, 38, 28]","[11, 26, 35, 0, 5, 10, 2, 8]"
2088,2886,"[267, 113, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2089,2887,"[274, 251, 39, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2090,2888,"[279, 139, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2091,2889,"[169, 231, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2092,289,"[65, 378, 85, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2093,2890,"[316, 26, 40, 31]","[11, 26, 35, 0, 5, 10, 2, 8]"
2094,2891,"[76, 151, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2095,2892,"[153, 338, 39, 31]","[11, 26, 35, 0, 5, 10, 2, 8]"
2096,2893,"[278, 228, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2097,2894,"[384, 260, 38, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2098,2895,"[370, 33, 38, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2099,2896,"[328, 320, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2100,2897,"[320, 250, 39, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2101,2898,"[374, 171, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2102,2899,"[310, 283, 40, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2103,29,"[68, 262, 54, 18]","[23, 22, 29, 0, 6, 6, 2, 2]"
2104,290,"[169, 254, 85, 29]","[19, 29, 21, 0, 8, 1, 9, 7]"
2105,2900,"[173, 222, 39, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2106,2901,"[171, 313, 38, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2107,2902,"[386, 322, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2108,2903,"[228, 201, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2109,2904,"[330, 191, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2110,2905,"[279, 28, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2111,2906,"[228, 210, 39, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2112,2907,"[276, 35, 39, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2113,2908,"[26, 89, 38, 29]","[11, 26, 35, 0, 5, 10, 2, 8]"
2114,2909,"[35, 363, 39, 30]","[11, 26, 35, 0, 5, 10, 2, 8]"
2115,291,"[240, 257, 86, 31]","[19, 29, 21, 0, 8, 1, 9, 7]"
2116,2910,"[59, 158, 137, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2117,2911,"[95, 339, 136, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2118,2912,"[258, 28, 138, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2119,2913,"[199, 249, 137, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2120,2914,"[204, 192, 137, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2121,2915,"[85, 211, 138, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2122,2916,"[111, 378, 139, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2123,2917,"[198, 139, 139, 48]","[12, 11, 31, 0, 4, 8, 7, 8]"
2124,2918,"[281, 282, 140, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2125,2919,"[63, 245, 139, 47]","[12, 11, 31, 0, 4, 8, 7, 8]"
2126,292,"[228, 376, 86, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2127,2920,"[233, 44, 142, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2128,2921,"[201, 62, 141, 48]","[12, 11, 31, 0, 4, 8, 7, 8]"
2129,2922,"[231, 105, 142, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2130,2923,"[87, 267, 142, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2131,2924,"[124, 79, 143, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2132,2925,"[150, 68, 143, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2133,2926,"[195, 68, 144, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2134,2927,"[240, 67, 145, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2135,2928,"[66, 293, 145, 48]","[12, 11, 31, 0, 4, 8, 7, 8]"
2136,2929,"[140, 189, 146, 49]","[12, 11, 31, 0, 4, 8, 7, 8]"
2137,293,"[342, 371, 86, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2138,2930,"[107, 266, 146, 48]","[12, 11, 31, 0, 4, 8, 7, 8]"
2139,2931,"[145, 232, 148, 48]","[12, 11, 31, 0, 4, 8, 7, 8]"
2140,2932,"[48, 333, 149, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2141,2933,"[189, 108, 150, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2142,2934,"[185, 225, 151, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2143,2935,"[84, 349, 152, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2144,2936,"[252, 111, 153, 51]","[12, 11, 31, 0, 4, 8, 7, 8]"
2145,2937,"[36, 310, 157, 50]","[12, 11, 31, 0, 4, 8, 7, 8]"
2146,2938,"[65, 199, 156, 54]","[12, 11, 31, 0, 4, 8, 7, 8]"
2147,2939,"[49, 137, 158, 53]","[12, 11, 31, 0, 4, 8, 7, 8]"
2148,294,"[156, 393, 87, 31]","[19, 29, 21, 0, 8, 1, 9, 7]"
2149,2940,"[222, 131, 153, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2150,2941,"[76, 378, 153, 49]","[11, 35, 15, 0, 4, 3, 1, 6]"
2151,2942,"[142, 27, 153, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2152,2943,"[228, 329, 153, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2153,2944,"[172, 251, 154, 49]","[11, 35, 15, 0, 4, 3, 1, 6]"
2154,2945,"[188, 290, 153, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2155,2946,"[160, 376, 153, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2156,2947,"[153, 126, 152, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2157,2948,"[101, 246, 153, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2158,2949,"[232, 336, 152, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2159,295,"[268, 186, 88, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2160,2950,"[244, 292, 152, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2161,2951,"[67, 270, 153, 52]","[11, 35, 15, 0, 4, 3, 1, 6]"
2162,2952,"[184, 198, 151, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2163,2953,"[159, 21, 152, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2164,2954,"[167, 130, 151, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2165,2955,"[220, 145, 153, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2166,2956,"[233, 24, 152, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2167,2957,"[242, 258, 151, 49]","[11, 35, 15, 0, 4, 3, 1, 6]"
2168,2958,"[38, 274, 153, 52]","[11, 35, 15, 0, 4, 3, 1, 6]"
2169,2959,"[63, 310, 151, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2170,296,"[173, 63, 88, 30]","[19, 29, 21, 0, 8, 1, 9, 7]"
2171,2960,"[41, 116, 154, 52]","[11, 35, 15, 0, 4, 3, 1, 6]"
2172,2961,"[42, 348, 153, 52]","[11, 35, 15, 0, 4, 3, 1, 6]"
2173,2962,"[223, 173, 148, 49]","[11, 35, 15, 0, 4, 3, 1, 6]"
2174,2963,"[175, 302, 152, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2175,2964,"[227, 286, 150, 49]","[11, 35, 15, 0, 4, 3, 1, 6]"
2176,2965,"[264, 218, 150, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2177,2966,"[69, 330, 151, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2178,2967,"[114, 355, 150, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2179,2968,"[143, 102, 149, 50]","[11, 35, 15, 0, 4, 3, 1, 6]"
2180,2969,"[68, 52, 149, 51]","[11, 35, 15, 0, 4, 3, 1, 6]"
2181,297,"[266, 222, 88, 32]","[19, 29, 21, 0, 8, 1, 9, 7]"
2182,2970,"[212, 356, 53, 45]","[11, 35, 16, 0, 3, 5, 9, 1]"
2183,2971,"[217, 249, 53, 45]","[11, 35, 16, 0, 3, 5, 9, 1]"
2184,2972,"[338, 36, 53, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2185,2973,"[44, 306, 53, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2186,2974,"[303, 201, 54, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2187,2975,"[357, 218, 52, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2188,2976,"[258, 309, 53, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2189,2977,"[163, 56, 53, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2190,2978,"[201, 344, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2191,2979,"[231, 338, 53, 45]","[11, 35, 16, 0, 3, 5, 9, 1]"
2192,298,"[294, 86, 89, 31]","[19, 29, 21, 0, 8, 1, 9, 7]"
2193,2980,"[265, 289, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2194,2981,"[271, 271, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2195,2982,"[59, 256, 54, 48]","[11, 35, 16, 0, 3, 5, 9, 1]"
2196,2983,"[164, 199, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2197,2984,"[252, 325, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2198,2985,"[67, 245, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2199,2986,"[204, 36, 52, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2200,2987,"[211, 119, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2201,2988,"[205, 360, 52, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2202,2989,"[212, 342, 52, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2203,299,"[235, 60, 90, 32]","[19, 29, 21, 0, 8, 1, 9, 7]"
2204,2990,"[163, 235, 52, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2205,2991,"[220, 29, 53, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2206,2992,"[207, 226, 55, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2207,2993,"[233, 242, 53, 45]","[11, 35, 16, 0, 3, 5, 9, 1]"
2208,2994,"[353, 348, 53, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2209,2995,"[233, 99, 54, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2210,2996,"[22, 62, 52, 47]","[11, 35, 16, 0, 3, 5, 9, 1]"
2211,2997,"[253, 270, 52, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2212,2998,"[74, 45, 54, 46]","[11, 35, 16, 0, 3, 5, 9, 1]"
2213,2999,"[284, 288, 53, 45]","[11, 35, 16, 0, 3, 5, 9, 1]"
2214,3,"[231, 28, 64, 23]","[23, 22, 29, 0, 6, 6, 2, 2]"
2215,30,"[119, 351, 82, 28]","[11, 27, 35, 0, 7, 4, 9, 9]"
2216,300,"[28, 262, 63, 30]","[11, 23, 28, 0, 3, 2, 9, 10]"
2217,3000,"[27, 367, 116, 42]","[11, 34, 19, 0, 1, 10, 8, 5]"
2218,3001,"[302, 31, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2219,3002,"[90, 191, 117, 42]","[11, 34, 19, 0, 1, 10, 8, 5]"
2220,3003,"[224, 248, 116, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2221,3004,"[121, 163, 115, 39]","[11, 34, 19, 0, 1, 10, 8, 5]"
2222,3005,"[87, 381, 115, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2223,3006,"[41, 66, 116, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2224,3007,"[294, 185, 116, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2225,3008,"[57, 99, 116, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2226,3009,"[136, 75, 116, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2227,301,"[48, 105, 63, 29]","[11, 23, 28, 0, 3, 2, 9, 10]"
2228,3010,"[165, 370, 116, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2229,3011,"[193, 290, 117, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2230,3012,"[238, 264, 115, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2231,3013,"[260, 316, 116, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2232,3014,"[44, 117, 116, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2233,3015,"[208, 95, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2234,3016,"[261, 151, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2235,3017,"[31, 175, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2236,3018,"[302, 104, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2237,3019,"[21, 210, 113, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2238,302,"[181, 102, 63, 28]","[11, 23, 28, 0, 3, 2, 9, 10]"
2239,3020,"[206, 246, 114, 42]","[11, 34, 19, 0, 1, 10, 8, 5]"
2240,3021,"[219, 271, 116, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2241,3022,"[189, 138, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2242,3023,"[137, 126, 115, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2243,3024,"[93, 382, 113, 40]","[11, 34, 19, 0, 1, 10, 8, 5]"
2244,3025,"[184, 118, 114, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2245,3026,"[64, 362, 114, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2246,3027,"[124, 361, 114, 42]","[11, 34, 19, 0, 1, 10, 8, 5]"
2247,3028,"[57, 204, 115, 42]","[11, 34, 19, 0, 1, 10, 8, 5]"
2248,3029,"[241, 363, 114, 41]","[11, 34, 19, 0, 1, 10, 8, 5]"
2249,303,"[75, 149, 64, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2250,3030,"[46, 74, 80, 27]","[11, 36, 20, 0, 5, 6, 2, 5]"
2251,3031,"[144, 65, 80, 29]","[11, 36, 20, 0, 5, 6, 2, 5]"
2252,3032,"[157, 197, 82, 28]","[11, 36, 20, 0, 5, 6, 2, 5]"
2253,3033,"[213, 152, 84, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2254,3034,"[212, 149, 83, 29]","[11, 36, 20, 0, 5, 6, 2, 5]"
2255,3035,"[112, 319, 84, 29]","[11, 36, 20, 0, 5, 6, 2, 5]"
2256,3036,"[94, 366, 85, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2257,3037,"[140, 46, 85, 29]","[11, 36, 20, 0, 5, 6, 2, 5]"
2258,3038,"[39, 144, 86, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2259,3039,"[179, 40, 87, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2260,304,"[298, 325, 63, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2261,3040,"[245, 68, 87, 29]","[11, 36, 20, 0, 5, 6, 2, 5]"
2262,3041,"[123, 271, 88, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2263,3042,"[207, 230, 89, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2264,3043,"[116, 243, 90, 32]","[11, 36, 20, 0, 5, 6, 2, 5]"
2265,3044,"[196, 97, 90, 30]","[11, 36, 20, 0, 5, 6, 2, 5]"
2266,3045,"[297, 105, 90, 31]","[11, 36, 20, 0, 5, 6, 2, 5]"
2267,3046,"[149, 252, 92, 33]","[11, 36, 20, 0, 5, 6, 2, 5]"
2268,3047,"[333, 217, 91, 32]","[11, 36, 20, 0, 5, 6, 2, 5]"
2269,3048,"[213, 116, 93, 32]","[11, 36, 20, 0, 5, 6, 2, 5]"
2270,3049,"[169, 187, 93, 32]","[11, 36, 20, 0, 5, 6, 2, 5]"
2271,305,"[94, 238, 63, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2272,3050,"[127, 97, 94, 32]","[11, 36, 20, 0, 5, 6, 2, 5]"
2273,3051,"[245, 70, 96, 33]","[11, 36, 20, 0, 5, 6, 2, 5]"
2274,3052,"[194, 51, 95, 34]","[11, 36, 20, 0, 5, 6, 2, 5]"
2275,3053,"[166, 291, 97, 34]","[11, 36, 20, 0, 5, 6, 2, 5]"
2276,3054,"[269, 313, 98, 34]","[11, 36, 20, 0, 5, 6, 2, 5]"
2277,3055,"[232, 349, 98, 35]","[11, 36, 20, 0, 5, 6, 2, 5]"
2278,3056,"[156, 357, 100, 34]","[11, 36, 20, 0, 5, 6, 2, 5]"
2279,3057,"[59, 301, 99, 35]","[11, 36, 20, 0, 5, 6, 2, 5]"
2280,3058,"[289, 193, 101, 36]","[11, 36, 20, 0, 5, 6, 2, 5]"
2281,3059,"[70, 370, 101, 36]","[11, 36, 20, 0, 5, 6, 2, 5]"
2282,306,"[37, 343, 63, 28]","[11, 23, 28, 0, 3, 2, 9, 10]"
2283,3060,"[51, 360, 108, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2284,3061,"[304, 115, 108, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2285,3062,"[88, 377, 109, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2286,3063,"[113, 375, 107, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2287,3064,"[81, 139, 108, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2288,3065,"[140, 158, 108, 37]","[12, 12, 29, 0, 9, 9, 2, 2]"
2289,3066,"[99, 33, 108, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2290,3067,"[237, 256, 109, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2291,3068,"[303, 104, 108, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2292,3069,"[24, 71, 109, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2293,307,"[211, 229, 62, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2294,3070,"[202, 33, 109, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2295,3071,"[177, 187, 109, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2296,3072,"[41, 152, 109, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2297,3073,"[295, 102, 109, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2298,3074,"[85, 139, 109, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2299,3075,"[90, 223, 110, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2300,3076,"[34, 296, 109, 34]","[12, 12, 29, 0, 9, 9, 2, 2]"
2301,3077,"[77, 135, 110, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2302,3078,"[259, 332, 110, 34]","[12, 12, 29, 0, 9, 9, 2, 2]"
2303,3079,"[185, 227, 110, 34]","[12, 12, 29, 0, 9, 9, 2, 2]"
2304,308,"[265, 89, 63, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2305,3080,"[312, 344, 111, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2306,3081,"[315, 392, 111, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2307,3082,"[126, 121, 111, 34]","[12, 12, 29, 0, 9, 9, 2, 2]"
2308,3083,"[135, 192, 112, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2309,3084,"[122, 276, 113, 37]","[12, 12, 29, 0, 9, 9, 2, 2]"
2310,3085,"[124, 205, 113, 37]","[12, 12, 29, 0, 9, 9, 2, 2]"
2311,3086,"[129, 269, 114, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2312,3087,"[241, 25, 114, 35]","[12, 12, 29, 0, 9, 9, 2, 2]"
2313,3088,"[118, 34, 115, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2314,3089,"[247, 197, 115, 36]","[12, 12, 29, 0, 9, 9, 2, 2]"
2315,309,"[29, 117, 63, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2316,3090,"[234, 92, 79, 28]","[12, 15, 23, 0, 3, 5, 2, 9]"
2317,3091,"[138, 296, 78, 27]","[12, 15, 23, 0, 3, 5, 2, 9]"
2318,3092,"[85, 336, 76, 25]","[12, 15, 23, 0, 3, 5, 2, 9]"
2319,3093,"[134, 231, 76, 25]","[12, 15, 23, 0, 3, 5, 2, 9]"
2320,3094,"[53, 367, 75, 24]","[12, 15, 23, 0, 3, 5, 2, 9]"
2321,3095,"[136, 228, 74, 24]","[12, 15, 23, 0, 3, 5, 2, 9]"
2322,3096,"[217, 163, 72, 24]","[12, 15, 23, 0, 3, 5, 2, 9]"
2323,3097,"[337, 157, 73, 23]","[12, 15, 23, 0, 3, 5, 2, 9]"
2324,3098,"[163, 144, 72, 24]","[12, 15, 23, 0, 3, 5, 2, 9]"
2325,3099,"[166, 153, 70, 23]","[12, 15, 23, 0, 3, 5, 2, 9]"
2326,31,"[315, 126, 81, 28]","[11, 27, 35, 0, 7, 4, 9, 9]"
2327,310,"[112, 234, 62, 25]","[11, 23, 28, 0, 3, 2, 9, 10]"
2328,3100,"[309, 225, 71, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2329,3101,"[140, 37, 70, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2330,3102,"[83, 100, 70, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2331,3103,"[88, 278, 69, 23]","[12, 15, 23, 0, 3, 5, 2, 9]"
2332,3104,"[88, 184, 69, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2333,3105,"[163, 330, 68, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2334,3106,"[144, 100, 67, 22]","[12, 15, 23, 0, 3, 5, 2, 9]"
2335,3107,"[358, 219, 67, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2336,3108,"[234, 390, 65, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2337,3109,"[202, 295, 64, 21]","[12, 15, 23, 0, 3, 5, 2, 9]"
2338,311,"[44, 44, 62, 26]","[11, 23, 28, 0, 3, 2, 9, 10]"
2339,3110,"[127, 263, 64, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2340,3111,"[295, 170, 64, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2341,3112,"[186, 97, 63, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2342,3113,"[302, 145, 63, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2343,3114,"[112, 149, 61, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2344,3115,"[25, 84, 62, 20]","[12, 15, 23, 0, 3, 5, 2, 9]"
2345,3116,"[336, 41, 61, 19]","[12, 15, 23, 0, 3, 5, 2, 9]"
2346,3117,"[152, 274, 60, 19]","[12, 15, 23, 0, 3, 5, 2, 9]"
2347,3118,"[26, 296, 59, 19]","[12, 15, 23, 0, 3, 5, 2, 9]"
2348,3119,"[162, 237, 59, 18]","[12, 15, 23, 0, 3, 5, 2, 9]"
2349,312,"[208, 125, 61, 27]","[11, 23, 28, 0, 3, 2, 9, 10]"
2350,3120,"[94, 95, 115, 41]","[11, 25, 31, 0, 5, 7, 8, 3]"
2351,3121,"[264, 306, 114, 41]","[11, 25, 31, 0, 5, 7, 8, 3]"
2352,3122,"[134, 182, 116, 42]","[11, 25, 31, 0, 5, 7, 8, 3]"
2353,3123,"[224, 344, 114, 40]","[11, 25, 31, 0, 5, 7, 8, 3]"
2354,3124,"[227, 128, 113, 41]","[11, 25, 31, 0, 5, 7, 8, 3]"
